candidate,layer,proj,fp_parity_rel,A_only_nmse,W_only_nmse,AW_nmse,interaction_nmse,AW_cosine,AW_sqnr_db,max_abs_err_AW,verdict,n_rows
RC_L0_learned,3,K,3.1164968277153093e-06,0.014555666595697403,0.006745357532054186,0.021671708673238754,0.00037068454548716545,0.9893044233322144,16.64106846035761,13.548142433166504,mixed,8000
RC_L0_learned,3,V,3.005926146215643e-06,0.041923269629478455,0.01988091692328453,0.06291410326957703,0.0011099167168140411,0.9699335694313049,12.012519891239792,18.922466278076172,mixed,8000
RC_L0_learned,4,K,3.12848328576365e-06,0.01457884255796671,0.006882072892040014,0.021812159568071365,0.00035124411806464195,0.9892771244049072,16.613013338680606,12.892112731933594,mixed,8000
RC_L0_learned,4,V,2.843499714799691e-06,0.05177890509366989,0.02336990088224411,0.07645820826292038,0.0013094022870063782,0.9638919234275818,11.165758835422611,17.08495330810547,mixed,8000
R_combo_c7b,0,K,2.2075400920584798e-06,0.006075757555663586,0.007628563791513443,0.013858433812856674,0.00015411246567964554,0.9931280612945557,18.582858479974863,9.95593547821045,mixed,8000
R_combo_c7b,0,V,3.183340822943137e-06,0.011446045711636543,0.013592397794127464,0.02530774287879467,0.00026929937303066254,0.9875795245170593,15.967465865286744,5.272649765014648,mixed,8000
R_combo_c7b,1,K,3.2965015179797774e-06,0.0028858918230980635,0.003523912513628602,0.006484038662165403,7.423432543873787e-05,0.9967726469039917,21.8815440426229,7.517768859863281,mixed,8000
R_combo_c7b,1,V,2.752469526967616e-06,0.013681205920875072,0.01765384152531624,0.031680937856435776,0.0003458904102444649,0.9845177531242371,14.992019703954846,6.595574855804443,mixed,8000
R_combo_c7b,2,K,3.138959982607048e-06,0.005014028400182724,0.006165929604321718,0.011299162171781063,0.00011920416727662086,0.9943814873695374,19.469537580796,8.158782958984375,mixed,8000
R_combo_c7b,2,V,3.234159066778375e-06,0.011676491238176823,0.014722807332873344,0.026696279644966125,0.0002969810739159584,0.986933171749115,15.73549257071364,7.681211948394775,mixed,8000
R_combo_c7b,3,K,3.047241534659406e-06,0.005305120721459389,0.0068404353223741055,0.012284797616302967,0.00013924157246947289,0.9939234852790833,19.106319938315877,8.606369972229004,mixed,8000
R_combo_c7b,3,V,3.6409810491022654e-06,0.015273462980985641,0.019237060099840164,0.03489700332283974,0.0003864802420139313,0.9829797744750977,14.572118651964598,10.342586517333984,mixed,8000
R_combo_c7b,4,K,3.0883743420417886e-06,0.005324655678123236,0.006523061078041792,0.011982494965195656,0.0001347782090306282,0.994042158126831,19.214527448179773,8.067741394042969,mixed,8000
R_combo_c7b,4,V,3.021218390131253e-06,0.018847482278943062,0.02454565092921257,0.04386511445045471,0.0004719812422990799,0.9787309169769287,13.578807331665583,11.378671646118164,mixed,8000
